-1.46582e+09, -1.44194, 2.82143, -1.40439, 2.84957, -1.44941, 2.81485
0.0978844, -1.44194, 2.82143, -1.41399, 2.79112, -1.44941, 2.81485
0.12289, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.197885, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.247945, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.322884, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.347944, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.447907, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.522883, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.572882, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.647877, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.697886, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.772853, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.847882, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.898121, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
0.972864, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.04788, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.09789, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.19788, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.22288, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.3229, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.34788, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.44789, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.52288, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.57288, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.64788, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.69789, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.7729, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.84791, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.89789, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
1.97288, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.04788, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.09816, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.19791, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.22291, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.32289, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.3481, -1.44194, 2.82143, -1.42848, 2.82585, -1.44941, 2.81485
2.44788, -1.45204, 2.82158, -1.44581, 2.82394, -1.453, 2.81292
2.52288, -1.47344, 2.8219, -1.46621, 2.82551, -1.45693, 2.82506
2.57288, -1.48771, 2.82211, -1.48362, 2.82421, -1.47915, 2.8265
2.64786, -1.50909, 2.82243, -1.50136, 2.82369, -1.5048, 2.8205
2.69788, -1.52336, 2.82265, -0.288593, -1.67908, -1.51561, 2.82183
2.77289, -1.54476, 2.82297, -1.53681, 2.82484, -1.5383, 2.82129
2.84791, -1.56616, 2.82329, -1.55691, 2.82712, -1.56524, 2.81832
2.94788, -1.59468, 2.82372, -1.11518, -0.520719, -1.59234, 2.82448
2.97286, -1.60181, 2.82382, -1.60101, 2.81367, -1.59967, 2.82137
3.04788, -1.62321, 2.82415, -1.62168, 2.82057, -1.61009, 2.82864
3.0979, -1.63748, 2.82436, -1.63621, 2.81985, -1.631, 2.83164
3.19785, -1.66599, 2.82479, -1.66398, 2.81786, -1.66304, 2.82561
3.29788, -1.69453, 2.82522, -1.69577, 2.8197, -1.69727, 2.82191
3.39789, -1.72305, 2.82564, -1.72101, 2.8176, -1.73148, 2.81929
3.44788, -1.73731, 2.82586, -1.73587, 2.81858, -1.73662, 2.81976
3.52288, -1.75871, 2.82618, -1.22962, -0.858397, -1.75926, 2.8196
3.57288, -1.77297, 2.82639, -1.75988, 2.8235, -1.77298, 2.8196
3.64789, -1.79437, 2.82671, -1.79629, 2.83007, -1.78705, 2.82747
3.72291, -1.81577, 2.82703, -1.82547, 2.82898, -1.79874, 2.845
3.77288, -1.83002, 2.82725, -1.83529, 2.82751, -1.80449, 2.84945
3.84788, -1.85141, 2.82757, -1.83559, 2.82427, -1.84144, 2.83604
3.94788, -1.87995, 2.828, -1.88901, 2.83075, -1.86794, 2.83483
4.02288, -1.90134, 2.82832, -1.89756, 2.81929, -1.89707, 2.8385
4.14812, -1.93707, 2.82885, -1.92538, 2.8145, -1.9327, 2.822
4.22288, -1.9584, 2.82917, -1.95873, 2.81856, -1.95438, 2.8312
4.27291, -1.97267, 2.82939, -1.97315, 2.81662, -1.96637, 2.83433
4.32288, -1.98692, 2.8296, -1.98812, 2.81637, -1.97716, 2.83015
4.39789, -2.00831, 2.82992, -2.00495, 2.82145, -1.99911, 2.83989
4.47285, -2.0297, 2.83024, -2.03271, 2.81579, -2.02054, 2.83641
4.5234, -2.04412, 2.83046, -2.04706, 2.81453, -2.02563, 2.84042
4.5979, -2.06538, 2.83078, -2.06379, 2.82, -2.07097, 2.81858
4.64788, -2.07963, 2.83099, -2.0785, 2.82004, -2.08307, 2.82363
4.72288, -2.10103, 2.83131, -2.08938, 2.81602, -2.10582, 2.81674
4.79789, -2.12242, 2.83163, -2.12201, 2.81945, -2.12683, 2.82397
4.84788, -2.13669, 2.83185, -2.13636, 2.81914, -2.13663, 2.82655
4.94788, -2.16521, 2.83228, -2.16491, 2.81853, -2.1496, 2.83431
5.02288, -2.18661, 2.8326, 1.16537, -0.612137, -2.1888, 2.83148
5.0729, -2.20088, 2.83281, -2.19323, 2.83749, -2.20828, 2.82061
5.14788, -2.22226, 2.83313, -2.21357, 2.83084, -2.20144, 2.84037
5.19791, -2.23654, 2.83335, -2.23402, 2.82391, -2.23378, 2.8261
5.27293, -2.25793, 2.83367, -2.26012, 2.83487, -2.27452, 2.81488
5.32288, -2.27218, 2.83388, -2.2645, 2.83375, -2.28793, 2.81453
5.39788, -2.29358, 2.8342, -2.28834, 2.83342, -2.28916, 2.82977
5.47291, -2.31498, 2.83452, -2.3028, 2.83107, -2.30891, 2.82623
5.52288, -2.32924, 2.83474, -2.29997, 2.82806, -2.32301, 2.83818
5.59788, -2.35063, 2.83506, 2.31386, 2.2798, -2.34893, 2.83076
5.64789, -2.3649, 2.83527, -3.81132, -0.856621, -2.35262, 2.83413
5.72291, -2.3863, 2.83559, -2.38619, 2.8211, -2.36829, 2.84092
5.79789, -2.40769, 2.83591, -2.39764, 2.81277, -2.41229, 2.82445
5.84788, -2.42195, 2.83613, -2.41863, 2.82102, -2.4274, 2.819
5.9479, -2.45048, 2.83656, -2.43667, 2.81345, -2.46943, 2.80785
5.97289, -2.45761, 2.83666, -4.07777, -1.61873, -2.4749, 2.81141
6.07288, -2.48614, 2.83709, -2.48461, 2.8328, -2.48524, 2.83078
6.09788, -2.49326, 2.8372, -2.48515, 2.83926, -2.49283, 2.82188
6.19789, -2.52179, 2.83763, -2.52849, 2.83254, -2.53865, 2.81216
6.27292, -2.5432, 2.83795, -4.00274, 2.49637, -2.55645, 2.81944
6.32288, -2.55745, 2.83816, -2.56254, 2.83429, -2.56824, 2.81605
6.39792, -2.57885, 2.83848, -2.57415, 2.83714, -2.58024, 2.83075
6.45006, -2.59373, 2.8387, -2.5872, 2.83759, -2.57857, 2.83543
6.52288, -2.6145, 2.83902, -2.61427, 2.83618, -2.60807, 2.82936
6.59788, -2.6359, 2.83934, -2.62587, 2.83853, -2.63183, 2.81669
6.64788, -2.65016, 2.83955, -2.63913, 2.84034, -2.65879, 2.80988
6.72291, -2.67157, 2.83987, -2.66736, 2.83811, -2.67668, 2.81934
6.79789, -2.69295, 2.84019, -2.6965, 2.83718, -2.69265, 2.83271
6.84788, -2.63913, 2.88777, -2.64171, 2.88037, -2.63429, 2.88376
6.94788, -2.47095, 3.01512, -2.48399, 3.0055, -2.48927, 2.99179
6.97289, -2.42779, 3.04544, -2.42816, 3.0429, -2.44491, 3.02311
7.07289, -2.25095, 3.16048, -2.24512, 3.15857, -2.2352, 3.16786
7.1479, -2.11416, 3.24006, -2.11582, 3.23282, -2.11266, 3.23363
7.19789, -2.02118, 3.28979, -2.03312, 3.28145, -2.05211, 3.26415
7.27309, -1.87871, 3.35957, -1.88674, 3.35503, -1.89605, 3.34076
7.32288, -1.79298, 3.39799, -1.77775, 3.39932, -1.81025, 3.38298
7.39793, -1.78381, 3.40195, -1.77775, 3.39932, -1.78712, 3.39427
7.47289, -1.78388, 3.40195, -1.77775, 3.39932, -1.78653, 3.3952
7.52287, -1.79537, 3.40212, -1.79122, 3.40001, -1.80149, 3.39013
7.5979, -1.81677, 3.40244, -1.81558, 3.39597, -1.81815, 3.39324
7.64787, -1.83103, 3.40266, -1.82866, 3.39898, -1.8177, 3.40422
7.72288, -1.85243, 3.40298, -1.8531, 3.39758, -1.84322, 3.39899
7.79789, -1.87382, 3.4033, -1.88231, 3.39784, -1.8916, 3.38737
7.8479, -1.88809, 3.40351, -3.39735, 3.49206, -1.89356, 3.39608
7.94789, -1.91661, 3.40394, -1.91272, 3.40178, -1.90113, 3.40254
7.97288, -1.92263, 3.4045, -1.92684, 3.40211, -1.92131, 3.39943
8.07288, -1.72614, 3.49014, -1.72682, 3.48824, -1.72122, 3.48916
8.14788, -1.5757, 3.54696, -1.58999, 3.53718, -1.57868, 3.54322
8.19788, -1.47417, 3.58122, -1.47966, 3.5748, -1.47859, 3.57923
8.27289, -1.32011, 3.62716, -1.32203, 3.62057, -1.31178, 3.62508
8.3229, -1.21633, 3.65412, -1.21076, 3.65021, -1.20879, 3.65598
8.39788, -1.05941, 3.68895, -1.06659, 3.67989, -1.04443, 3.69166
8.47291, -0.90112, 3.71705, -0.910591, 3.71282, -0.866619, 3.72872
8.52288, -0.795031, 3.732, -0.796942, 3.72701, -0.770178, 3.7394
8.59789, -0.635091, 3.74875, -0.655207, 3.74577, -0.651376, 3.7446
8.62288, -0.58167, 3.75281, -0.590714, 3.7497, -0.573905, 3.75225
8.72291, -0.36747, 3.76141, -0.37013, 3.73822, -0.353833, 3.76753
8.79791, -0.206721, 3.75984, -0.217103, 3.73366, -0.181546, 3.75741
8.84787, -0.0997493, 3.75497, -0.113151, 3.73554, -0.0961959, 3.75115
8.92292, 0.0605938, 3.74194, 0.0648272, 3.72217, 0.0600679, 3.73648
8.9979, 0.220107, 3.72207, 0.210553, 3.70398, 0.226819, 3.72123
9.04789, 0.325862, 3.70505, 0.316765, 3.68776, 0.327243, 3.70383
9.14788, 0.535826, 3.66198, 0.526682, 3.65765, 0.518668, 3.66333
9.2229, 0.691532, 3.62184, 0.687359, 3.62796, 0.684441, 3.62242
9.27288, 0.794257, 3.59142, 0.796064, 3.58441, 0.785218, 3.59152
9.32288, 0.896114, 3.55806, 2.02516, 1.23652, 0.885052, 3.55856
9.37316, 0.997473, 3.52163, 0.987967, 3.51984, 0.972697, 3.53084
9.4729, 1.19542, 3.44075, 1.18436, 3.44144, 1.19069, 3.44175
9.54789, 1.34097, 3.37263, 1.32164, 3.37671, 1.34521, 3.37493
9.5979, 1.43642, 3.32374, 1.41533, 3.33061, 1.45409, 3.31805
9.6729, 1.57679, 3.2454, 1.56922, 3.23904, 1.56997, 3.25232
9.72288, 1.66843, 3.18988, 1.66229, 3.18677, 1.68046, 3.18176
9.79793, 1.72949, 3.14437, 1.72272, 3.14478, 1.72955, 3.14422
9.87289, 1.7081, 3.14469, 1.70232, 3.13859, 1.70699, 3.14308
9.9229, 1.69384, 3.1449, 1.689, 3.14018, 1.68992, 3.14683
9.99788, 1.67245, 3.14522, 1.6771, 3.1342, 1.65195, 3.15597
10.0479, 1.65818, 3.14544, 1.65861, 3.13454, 1.6309, 3.15426
10.1229, 1.63678, 3.14576, 1.63909, 3.13712, 1.62181, 3.15073
10.1979, 1.61539, 3.14608, 1.60785, 3.14378, 1.62066, 3.14126
10.3479, 1.5726, 3.14672, 1.57441, 3.14571, 1.57618, 3.14539
10.4996, 1.52932, 3.14737, 1.52311, 3.14527, 1.52519, 3.15127
10.5979, 1.50129, 3.14779, 1.50442, 3.14152, 1.49568, 3.14428
10.7479, 1.45849, 3.14843, 1.4571, 3.14767, 1.45667, 3.15179
11.1729, 1.6437, 2.99182, 1.64383, 2.98585, 1.64623, 2.99671
12.3479, 1.82462, 2.7513, 1.82473, 2.74873, 1.81771, 2.74899
12.4979, 1.82462, 2.7513, 1.82473, 2.74873, 1.81764, 2.74909
12.6729, 1.82462, 2.7513, 1.82473, 2.74873, 1.8175, 2.74927
12.848, 1.82462, 2.7513, 1.82473, 2.74873, 1.8175, 2.74927
12.9729, 1.79023, 2.75181, 1.79051, 2.74888, 1.80307, 2.74794
13.1979, 1.72605, 2.75278, 1.7254, 2.75265, 1.71808, 2.75842
13.4992, 1.6401, 2.75407, 1.64217, 2.75129, 1.62208, 2.76214
13.5979, 1.61194, 2.75449, 1.61163, 2.75438, 1.60594, 2.75776
13.6229, 1.60481, 2.7546, 1.60544, 2.74381, 1.60852, 2.75533
13.698, 1.5834, 2.75492, 1.57973, 2.75466, 1.60025, 2.75272
13.7479, 1.56915, 2.75513, 1.5639, 2.7548, 1.58494, 2.74726
13.8479, 1.54063, 2.75556, 1.54267, 2.74519, 1.54086, 2.7641
13.9229, 1.51923, 2.75588, 1.51717, 2.75578, 1.52037, 2.76017
13.9729, 1.50497, 2.75609, 1.50164, 2.75594, 1.49479, 2.75836
14.0479, 1.48358, 2.75641, 1.48524, 2.75433, 1.47643, 2.75179
14.1229, 1.46218, 2.75674, 1.45551, 2.75643, 1.45885, 2.75823
14.1729, 1.44791, 2.75695, 1.44028, 2.7566, 1.45058, 2.75343
14.2229, 1.43365, 2.75716, 1.43434, 2.74523, 1.44696, 2.74565
14.2979, 1.41225, 2.75748, 1.41019, 2.7573, 1.41271, 2.74959
14.3729, 1.3966, 2.75772, 1.39525, 2.75766, 1.396, 2.75735
14.4229, 1.39359, 2.75776, 1.39388, 2.75495, 1.39097, 2.75958
14.4979, 1.3722, 2.75809, 1.36521, 2.75768, 1.3811, 2.75883
14.5481, 1.35788, 2.7583, 1.36001, 2.74719, 1.36436, 2.75631
14.6229, 1.33654, 2.75862, 1.33585, 2.75858, 1.34172, 2.75899
14.6979, 1.31515, 2.75894, 1.31712, 2.75038, 1.31101, 2.77128
14.7479, 1.30089, 2.75915, 1.30282, 2.75123, 1.29856, 2.75592
14.8479, 1.27236, 2.75958, 1.27425, 2.75266, 1.28404, 2.75452
14.9229, 1.25096, 2.7599, 1.24846, 2.75978, 1.25088, 2.75413
14.9729, 1.2367, 2.76012, 1.23409, 2.75999, 1.22231, 2.75734
15.0486, 1.21511, 2.76044, 1.21716, 2.75427, 1.21159, 2.75503
15.1229, 1.19391, 2.76076, 1.19133, 2.76063, 1.19481, 2.75944
15.1729, 1.17965, 2.76097, 1.17718, 2.76085, 1.18283, 2.75727
15.2479, 1.15825, 2.76129, 1.16015, 2.75413, 1.17391, 2.75378
15.2997, 1.14348, 2.76152, 1.1459, 2.75377, 1.15013, 2.75899
15.373, 1.12381, 2.76127, 1.12109, 2.76175, 1.1167, 2.7591
15.4479, 1.2402, 2.69693, 1.23175, 2.69157, 1.23281, 2.69184
15.4979, 1.31633, 2.65124, 1.30077, 2.65656, 1.30421, 2.64954
15.5479, 1.39115, 2.60337, 1.37769, 2.60905, 1.379, 2.59827
15.6229, 1.50074, 2.52763, 1.49441, 2.52871, 1.49111, 2.52185
15.7229, 1.64165, 2.41946, 1.63747, 2.4206, 1.62616, 2.42029
15.7479, 1.6759, 2.39118, 1.66797, 2.39755, 1.65772, 2.39474
15.8479, 1.80873, 2.27325, 1.80138, 2.27919, 1.80642, 2.26943
15.9229, 1.85302, 2.23078, 1.84512, 2.23277, 1.85552, 2.22011
15.9729, 1.85302, 2.23078, 1.84512, 2.23277, 1.86458, 2.2174
16.0979, 1.85302, 2.23078, 1.84512, 2.23277, 1.85334, 2.21623
16.2229, 1.85302, 2.23078, 1.84512, 2.23277, 1.85338, 2.21619
16.3229, 1.85302, 2.23078, 1.84512, 2.23277, 1.85338, 2.21619
16.3729, 1.90391, 2.17984, 1.90065, 2.18124, 1.90354, 2.16748
16.4229, 1.96505, 2.11541, 1.96143, 2.11702, 1.9606, 2.1046
16.4996, 2.05527, 2.01316, 2.04564, 2.02349, 2.03385, 2.02782
16.5479, 2.10963, 1.94693, 2.10132, 1.95544, 2.10112, 1.95352
16.6229, 2.19049, 1.84104, 2.18333, 1.8447, 2.17939, 1.86021
16.7229, 2.29114, 1.69463, 2.28767, 1.68968, 2.28877, 1.69978
16.7979, 2.36102, 1.58124, 2.35301, 1.58432, 2.35991, 1.58686
16.8479, 2.39823, 1.51608, 2.39936, 1.51128, 2.39852, 1.51643
16.9229, 2.39144, 1.51273, 2.38553, 1.50257, 2.38897, 1.52369
16.9729, 2.37718, 1.51295, 2.37633, 1.51127, 2.38136, 1.52601
17.0479, 2.35578, 1.51327, 2.35702, 1.51346, 2.35735, 1.53205
17.1229, 2.33438, 1.51359, 2.33467, 1.51351, 2.34384, 1.52351
17.2229, 2.30585, 1.51402, 2.30135, 1.5062, 2.30576, 1.51602
17.2979, 2.28447, 1.51434, 2.28223, 1.50793, 2.28424, 1.52098
17.3479, 2.27021, 1.51455, 2.27118, 1.51489, 2.26815, 1.52152
17.4229, 2.24881, 1.51487, 2.24944, 1.51459, 2.24752, 1.51909
17.4729, 2.23455, 1.51509, 2.23174, 1.51684, 2.23091, 1.51044
17.5479, 2.21315, 1.51541, 2.21157, 1.51726, 2.21325, 1.50721
17.6229, 2.19175, 1.51573, 2.19026, 1.51672, 2.18791, 1.51237
17.673, 2.17747, 1.51594, 2.17291, 1.51876, 2.1767, 1.51636
17.7479, 2.1561, 1.51627, 2.15314, 1.51895, 2.16064, 1.51613
17.7979, 2.14183, 1.51648, 2.13891, 1.50891, 2.14323, 1.52433
17.8729, 2.12044, 1.5168, 2.11524, 1.51999, 2.12545, 1.51782
17.9479, 2.09904, 1.51712, 2.09584, 1.51994, 2.09502, 1.51701
17.9979, 2.08478, 1.51734, 2.08189, 1.50983, 2.08406, 1.53146
18.0979, 2.05625, 1.51776, 2.0562, 1.51871, 2.06203, 1.51459
18.1729, 2.03486, 1.51808, 2.03365, 1.51579, 2.0419, 1.51853
18.2479, 2.04255, 1.48397, 2.03783, 1.49146, 2.02813, 1.49048
18.3229, 2.10367, 1.38137, 2.0976, 1.38594, 2.09601, 1.37951
18.3479, 2.12305, 1.34662, 2.11419, 1.35753, 2.1229, 1.34207
18.4229, 2.17819, 1.24075, 2.17694, 1.24215, 2.16506, 1.2609
18.4729, 2.21246, 1.16881, 2.2086, 1.17242, 2.21078, 1.16681
18.5479, 2.25992, 1.05927, 2.25124, 1.07209, 2.2626, 1.07049
18.6229, 2.30267, 0.947738, 2.29971, 0.951112, 2.31077, 0.945241
18.6733, 2.32871, 0.871778, 2.32154, 0.866682, 2.32817, 0.887055
18.748, 2.3564, 0.781966, 2.35267, 0.786027, 2.35872, 0.787959
18.7984, 2.3564, 0.781966, 2.35267, 0.786027, 2.35932, 0.793906
18.8729, 2.3564, 0.781966, 2.35267, 0.786027, 2.36872, 0.784136
18.9479, 2.3564, 0.781966, 2.35267, 0.786027, 2.37062, 0.779663
18.9979, 2.34912, 0.782075, 2.34837, 0.78459, 2.36557, 0.776395
19.0979, 2.32059, 0.782503, 2.31894, 0.786005, 2.32941, 0.795706
19.1229, 2.31346, 0.78261, 2.3125, 0.783823, 2.32706, 0.775455
19.2229, 2.28493, 0.783038, 2.28327, 0.785022, 2.29581, 0.789769
19.2979, 2.26354, 0.783359, 2.2606, 0.78826, 2.27246, 0.790976
19.3498, 2.24872, 0.783581, 2.24994, 0.784544, 2.2574, 0.788332
19.4229, 2.22789, 0.783894, 2.22532, 0.78685, 2.23357, 0.781395
19.4729, 2.21361, 0.784108, 2.21139, 0.781924, 2.2173, 0.775082
19.5483, 2.19209, 0.784431, 2.19238, 0.785968, 2.19926, 0.776624
19.6229, 2.17083, 0.78475, 2.16806, 0.787927, 2.17245, 0.784581
19.6729, 2.15657, 0.784964, 2.15463, 0.783045, 2.15951, 0.78119
19.7518, 2.1481, 0.757855, 2.13942, 0.76698, 2.15125, 0.768314
19.7979, 2.16706, 0.692568, 2.16357, 0.701951, 2.16981, 0.699203
19.8729, 2.1942, 0.585376, 2.19345, 0.586882, 2.19723, 0.576523
19.9479, 2.21673, 0.477114, 2.21196, 0.489681, 2.2114, 0.484953
20, 2.22964, 0.401381, 2.228, 0.412352, 2.23364, 0.410489
20.0979, 2.24779, 0.258243, 2.24542, 0.265392, 2.25254, 0.268865
20.1229, 2.25114, 0.221564, 2.24888, 0.226135, 2.25614, 0.225645
20.2229, 2.25931, 0.0743014, 2.25748, 0.078724, 2.26445, 0.103099
20.2979, 2.25992, -0.0363137, 2.25695, -0.0295042, 2.26589, -0.0220837
20.3479, 2.25769, -0.109983, 2.25662, -0.09839, 2.26587, -0.102185
20.4229, 2.25042, -0.220303, 2.24931, -0.216283, 2.26174, -0.206752
20.4733, 2.24287, -0.29428, 2.23866, -0.294313, 2.2486, -0.295564
20.5479, 2.22783, -0.403183, 2.22831, -0.392357, 2.22825, -0.394082
20.6229, 2.20803, -0.511977, 2.20765, -0.508949, 2.21453, -0.497561
20.6729, 2.19227, -0.583961, 2.18533, -0.584711, 2.20374, -0.558648
20.7479, 2.16476, -0.691102, 2.16678, -0.682177, 2.18498, -0.658951
20.7979, 2.14389, -0.761838, 2.14549, -0.748124, 2.149, -0.767764
20.8729, 2.10885, -0.866642, 2.10868, -0.861364, 2.11035, -0.875326
20.9479, 2.06932, -0.969969, 2.06764, -0.962642, 2.06945, -0.971219
20.9979, 2.04054, -1.03784, 2.04378, -1.0285, 2.04674, -1.02467
21.0979, 1.98314, -1.15047, 1.97565, -1.15024, 1.97249, -1.16188
21.1229, 1.97601, -1.15036, 1.97585, -1.15035, 1.97011, -1.1631
21.2229, 1.94747, -1.14993, 1.94776, -1.14539, 1.94798, -1.15178
21.2979, 1.92608, -1.14961, 1.92779, -1.14498, 1.92443, -1.15141
21.3479, 1.91182, -1.1494, 1.91344, -1.14777, 1.90644, -1.14899
21.4229, 1.89042, -1.14907, 1.89068, -1.14534, 1.89098, -1.14493
21.4729, 1.87616, -1.14886, 1.87634, -1.14786, 1.87753, -1.14008
21.5483, 1.85465, -1.14854, 1.85639, -1.14681, 1.85715, -1.14638
21.6229, 1.83336, -1.14822, 1.83365, -1.14382, 1.83566, -1.14421
21.6729, 1.81911, -1.14801, 1.81932, -1.14593, 1.82639, -1.14296
21.7484, 1.79756, -1.14768, 1.79938, -1.14435, 1.80453, -1.13732
21.7979, 1.78345, -1.14747, 1.78506, -1.1462, 1.79125, -1.14527
21.8729, 1.76206, -1.14715, 1.76234, -1.14248, 1.76887, -1.15202
21.9479, 1.74066, -1.14683, 1.73546, -1.14666, 1.74895, -1.13953
21.9979, 1.72639, -1.14661, 1.72811, -1.14181, 1.7346, -1.15172
22.0979, 1.69786, -1.14619, 1.6995, -1.1443, 1.70813, -1.15019
22.1229, 1.69074, -1.14608, 1.68604, -1.14595, 1.699, -1.14392
22.2229, 1.66222, -1.14565, 1.65408, -1.14542, 1.66778, -1.13967
22.2979, 1.64082, -1.14533, 1.63852, -1.14525, 1.64433, -1.14237
22.3483, 1.62643, -1.14511, 1.62306, -1.145, 1.63147, -1.13625
22.4229, 1.60515, -1.1448, 1.60536, -1.14302, 1.61554, -1.13112
22.4733, 1.59078, -1.14458, 1.59108, -1.14334, 1.60388, -1.12874
22.5482, 1.56942, -1.14426, 1.57121, -1.13947, 1.58228, -1.13574
22.6229, 1.5481, -1.14394, 1.54882, -1.14396, 1.55952, -1.14499
22.6729, 1.53384, -1.14373, 1.534, -1.14338, 1.54554, -1.14144
22.7479, 1.51245, -1.14341, 1.51415, -1.13888, 1.52374, -1.1419
22.7979, 1.49818, -1.14319, 1.4999, -1.13842, 1.50763, -1.1336
22.8729, 1.47679, -1.14287, 1.47697, -1.14145, 1.49005, -1.13285
22.9479, 1.4554, -1.14255, 1.45192, -1.14243, 1.46209, -1.13879
22.9979, 1.44113, -1.14234, 1.43874, -1.14225, 1.45007, -1.14346
23.0979, 1.4126, -1.14191, 1.41283, -1.14189, 1.42304, -1.13938
23.1229, 1.40547, -1.1418, 1.40001, -1.14165, 1.41513, -1.14431
23.2229, 1.37694, -1.14137, 1.37496, -1.14131, 1.38777, -1.13572
23.2997, 1.35502, -1.14104, 1.35032, -1.14089, 1.36056, -1.13911
23.3479, 1.34128, -1.14084, 1.33827, -1.14073, 1.3406, -1.14123
23.4229, 1.31989, -1.14052, 1.31446, -1.14036, 1.32139, -1.13918
23.4729, 1.30563, -1.1403, 1.30278, -1.14022, 1.30897, -1.13752
23.5479, 1.28424, -1.13998, 1.27967, -1.13983, 1.29429, -1.13559
23.6229, 1.26284, -1.13966, 1.25706, -1.1395, 1.276, -1.12792
23.6729, 1.24857, -1.13945, 1.24597, -1.13937, 1.26759, -1.12689
23.7479, 1.22719, -1.13913, 1.22399, -1.13902, 1.24671, -1.1278
23.7979, 1.21292, -1.13891, 1.21322, -1.1389, 1.22815, -1.13615
23.8729, 1.19152, -1.13859, 1.19191, -1.1386, 1.19547, -1.14183
23.9479, 1.17013, -1.13827, 1.17097, -1.13827, 1.17345, -1.14385
23.9979, 1.15586, -1.13806, 1.15753, -1.13506, 1.16254, -1.14069
